target_dialect,opcode,standard_span,dialect_span,n_occurrences,n_distinct_samples,tasks,example_sample_ids,category
PNT2,replace,mươi,mưới,1,1,QA,QA_10377,Predicate vocabulary
PNT2,replace,mẫu,mẩu,1,1,MCQA,MCQA_0047_4,Predicate vocabulary
PNT2,replace,mẹ luôn mà vẫn không sạch được tức ghê ức chế lắm 1 lần thì không sao mà cả chục lần,cảm ơn thầy cô vì hồi nớ đã,1,1,SENT,SENT_3060,Interrogatives
PNT2,replace,mổ,mổi,1,1,SENT,SENT_4959,Predicate vocabulary
PNT2,replace,ngay lập,tắp lự,1,1,NLI,NLI_6960,Connectives/Aspect markers
PNT2,replace,nghĩ gì,nghị chi,1,1,SENT,SENT_4733,Interrogatives
PNT2,replace,ngày hôm,bữa,1,1,MCQA,MCQA_0051_4,Predicate vocabulary
PNT2,replace,ngày nay,bữa ni,1,1,QA,QA_23978,Demonstratives/Deixis
PNT2,replace,ngưới,người,1,1,NLI,NLI_0959,Predicate vocabulary
PNT2,replace,người,đứa,1,1,MCQA,MCQA_0043_4,Pronouns
PNT2,replace,người dân,bà con,1,1,NLI,NLI_4233,Predicate vocabulary
PNT2,replace,người như thế nào,ngài a răng,1,1,SENT,SENT_4057,Interrogatives
PNT2,replace,người nấy,ngài nớ,1,1,MCQA,MCQA_0138_3,Demonstratives/Deixis
PNT2,replace,người vậy,ngài rứa,1,1,SENT,SENT_0895,Interrogatives
PNT2,replace,người đàn ông,ci anh nớ,1,1,NLI,NLI_0515,Pronouns
PNT2,replace,nhâu,nhau,1,1,SENT,SENT_3249,Predicate vocabulary
PNT2,replace,nhíp,nhím,1,1,SENT,SENT_0835,Predicate vocabulary
PNT2,replace,như thế nào nhỉ,a răng biết,1,1,SENT,SENT_2217,Interrogatives
PNT2,replace,như thế này bây giờ không,a ri chừ nỏ,1,1,SENT,SENT_0462,Interrogatives
PNT2,replace,nhất,nhít,1,1,SENT,SENT_4428,Predicate vocabulary
PNT2,replace,nhỉ mình nhận thấy,hè tui chộ,1,1,SENT,SENT_0237,Pronouns
PNT2,replace,nhỉ sao,rứa răng,1,1,SENT,SENT_1172,Interrogatives
PNT2,replace,những,mấy,1,1,MCQA,MCQA_0147_4,Demonstratives/Deixis
PNT2,replace,những,nhựng,1,1,NLI,NLI_0028,Demonstratives/Deixis
PNT2,replace,nào chúng,mô mà,1,1,MCQA,MCQA_0002_4,Pronouns
PNT2,replace,nào không,mô nỏ,1,1,MCQA,MCQA_0123_6,Interrogatives
PNT2,replace,nào mẹ làm,mô mệ mần,1,1,SENT,SENT_1915,Kinship/Honorific terms
PNT2,replace,nào tao,mô tau,1,1,SENT,SENT_1579,Pronouns
PNT2,replace,nào vào,mô vô,1,1,QA,QA_22617,Interrogatives
PNT2,replace,này +,ni với,1,1,SENT,SENT_5421,Demonstratives/Deixis
PNT2,replace,này không,ni nỏ,1,1,NLI,NLI_3048,Demonstratives/Deixis
PNT2,replace,này như thế nào,ni a răng,1,1,MCQA,MCQA_0041_5,Interrogatives
PNT2,replace,này sợ thật đấy,hết cả hồn,1,1,SENT,SENT_1093,Demonstratives/Deixis
PNT2,replace,này tao thấy mày,ni tau chộ mi,1,1,SENT,SENT_4737,Pronouns
PNT2,replace,này tuyết,ni tuyệt,1,1,NLI,NLI_0337,Demonstratives/Deixis
PNT2,replace,này vào,ni vô,1,1,SENT,SENT_4519,Demonstratives/Deixis
PNT2,replace,này đâu,ni cả,1,1,SENT,SENT_3243,Interrogatives
PNT2,replace,nên người ta mới gọi nó,bơ họ mì kêu hắn,1,1,NLI,NLI_5704,Pronouns
PNT2,replace,nó không,hấn nỏ,1,1,SENT,SENT_4745,Pronouns
PNT2,replace,nó làm gì,hấn mần chi,1,1,MCQA,MCQA_0151_1,Pronouns
PNT2,replace,nó vào,hấn vô,1,1,SENT,SENT_5360,Pronouns
PNT2,replace,nó đỗ,hấn đậu,1,1,SENT,SENT_1546,Pronouns
PNT2,replace,nũa,nữa,1,1,SENT,SENT_3273,Orthographic variant
PNT2,replace,nơi như thế nào,chỗ a răng,1,1,QA,QA_23978,Interrogatives
PNT2,replace,nữa,nựa,1,1,MCQA,MCQA_0004_3,Orthographic variant
PNT2,replace,nữa chứ,nựa chơ,1,1,SENT,SENT_3750,Connectives/Aspect markers
PNT2,replace,or không,hoặc nỏ,1,1,SENT,SENT_0237,Negation/Function words
PNT2,replace,phục,phúc,1,1,NLI,NLI_0521,Orthographic variant
PNT2,replace,qua,vừa rồi,1,1,NLI,NLI_0157,Connectives/Aspect markers
PNT2,replace,quát,nạt,1,1,SENT,SENT_5441,Predicate vocabulary
PNT2,replace,ruộng,rộng,1,1,MCQA,MCQA_0096_0,Predicate vocabulary
PNT2,replace,ruột,rọt,1,1,NLI,NLI_2198,Orthographic variant
PNT2,replace,sao không,răng nỏ,1,1,MCQA,MCQA_0037_4,Interrogatives
PNT2,replace,sao này,sau ni,1,1,SENT,SENT_4160,Interrogatives
PNT2,replace,sao nó không,răng hấn nỏ,1,1,SENT,SENT_2816,Pronouns
PNT2,replace,sao ấy,răng rứa,1,1,SENT,SENT_1971,Interrogatives
PNT2,replace,sau đó bị,quá mấy nữa,1,1,SENT,SENT_0958,Demonstratives/Deixis
PNT2,replace,sâu,su,1,1,MCQA,MCQA_0096_0,Noise/Non-linguistic
PNT2,replace,sẽ,có lẹ,1,1,SENT,SENT_0192,Predicate vocabulary
PNT2,replace,số lượng lớn,vơ trời,1,1,NLI,NLI_3719,Predicate vocabulary
PNT2,replace,tao quá vậy,tau rứa,1,1,SENT,SENT_4084,Pronouns
PNT2,replace,tao tao,tau tau,1,1,SENT,SENT_5315,Pronouns
PNT2,replace,tao vậy,tau rứa,1,1,SENT,SENT_1098,Pronouns
PNT2,replace,tao đã,tau đạ,1,1,SENT,SENT_0462,Pronouns
PNT2,replace,thành,thuần,1,1,NLI,NLI_0028,Predicate vocabulary
PNT2,replace,thân một mình,chắc,1,1,MCQA,MCQA_0042_2,Pronouns
PNT2,replace,thì tao,chắc tau,1,1,SENT,SENT_0958,Pronouns
PNT2,replace,thế không,rứa nỏ,1,1,SENT,SENT_4885,Interrogatives
PNT2,replace,thế kia,rứa tê,1,1,SENT,SENT_0814,Interrogatives
PNT2,replace,thế kia không,rứa nỏ,1,1,SENT,SENT_3094,Interrogatives
PNT2,replace,thế nhỉ,rứa hầy,1,1,SENT,SENT_1338,Interrogatives
PNT2,replace,thế này cơ,như ri chơ,1,1,SENT,SENT_0814,Interrogatives
PNT2,replace,thế này thế kia,như ri như rứa,1,1,SENT,SENT_3555,Interrogatives
PNT2,replace,thủ,thử,1,1,QA,QA_23452,Predicate vocabulary
PNT2,replace,toòng teng,hoa tai,1,1,MCQA,MCQA_0152_0,Predicate vocabulary
PNT2,replace,trái,ngược lại,1,1,QA,QA_27000,Predicate vocabulary
PNT2,replace,trất,dẹp,1,1,SENT,SENT_0018,Predicate vocabulary
PNT2,replace,trịu,trọi,1,1,MCQA,MCQA_0002_4,Orthographic variant
PNT2,replace,tôi không,tui nỏ,1,1,MCQA,MCQA_0138_3,Pronouns
PNT2,replace,tôi đã,tau đạ,1,1,NLI,NLI_7691,Pronouns
PNT2,replace,túi,bao,1,1,MCQA,MCQA_0091_0,Predicate vocabulary
PNT2,replace,tại sao,vì răng mà,1,1,MCQA,MCQA_0141_2,Interrogatives
PNT2,replace,vào,cấy đoạn,1,1,QA,QA_19281,Connectives/Aspect markers
PNT2,replace,vào làm những,vô mần nhửng,1,1,QA,QA_10410,Demonstratives/Deixis
PNT2,replace,vâng,dạ,1,1,SENT,SENT_3169,Discourse particles
PNT2,replace,vì cha không,tại bố nỏ,1,1,MCQA,MCQA_0010_1,Kinship/Honorific terms
PNT2,replace,vì cậu không,tại lạo nỏ,1,1,MCQA,MCQA_0077_0,Pronouns
PNT2,replace,vì sao cha,tại răng bố,1,1,MCQA,MCQA_0010_1,Kinship/Honorific terms
PNT2,replace,vấn đề,chi là,1,1,SENT,SENT_4733,Interrogatives
PNT2,replace,vậy không,khung,1,1,SENT,SENT_0626,Noise/Non-linguistic
PNT2,replace,vịnh,vinh,1,1,QA,QA_10377,Predicate vocabulary
PNT2,replace,xác,chính,1,1,NLI,NLI_5143,Predicate vocabulary
PNT2,replace,điều gì,cái chi,1,1,QA,QA_0363,Interrogatives
PNT2,replace,điều gì,cây chi,1,1,MCQA,MCQA_0051_0,Interrogatives
PNT2,replace,điều gì,cấy chi,1,1,QA,QA_17771,Interrogatives
PNT2,replace,đánh chứ,đập chơ,1,1,SENT,SENT_2507,Predicate vocabulary
PNT2,replace,đâu không,mô nỏ,1,1,SENT,SENT_4989,Interrogatives
PNT2,replace,đâu nhỉ,mô hầy,1,1,SENT,SENT_4550,Interrogatives
PNT2,replace,đây,dừ,1,1,SENT,SENT_3169,Demonstratives/Deixis
PNT2,replace,đã làm,đạ mần,1,1,MCQA,MCQA_0144_3,Connectives/Aspect markers
PNT2,replace,đã làm như thế nào,đạ mần a răng,1,1,MCQA,MCQA_0123_0,Interrogatives
PNT2,replace,đó chẳng,nớ nỏ,1,1,MCQA,MCQA_0114_6,Demonstratives/Deixis
PNT2,replace,đó không,nớ nỏ,1,1,NLI,NLI_3172,Demonstratives/Deixis
PNT2,replace,đó tao,nớ tau,1,1,SENT,SENT_1579,Pronouns
PNT2,replace,đó vậy,nớ rứa,1,1,SENT,SENT_1172,Interrogatives
PNT2,replace,được chả,nổi nỏ,1,1,SENT,SENT_4861,Negation/Function words
PNT2,replace,đấy thế nào,nớ như răng,1,1,SENT,SENT_4519,Interrogatives
PNT2,replace,đầu,trốc,1,1,SENT,SENT_2148,Predicate vocabulary
PNT2,replace,đỗ đâu,đậu mô,1,1,SENT,SENT_1546,Interrogatives
PNT2,replace,đột,tự,1,1,NLI,NLI_6129,Predicate vocabulary
PNT2,replace,đỡ,đợ,1,1,MCQA,MCQA_0012_0,Predicate vocabulary
PNT2,replace,đức,bức,1,1,NLI,NLI_1077,Orthographic variant
PNT2,replace,ấy tôi,nớ tau,1,1,SENT,SENT_4494,Pronouns
PNT2,replace,“tôi,“tui,1,1,MCQA,MCQA_0152_3,Pronouns
PNT3,replace,vào,vô,54,48,MCQA; NLI; QA; SENT,MCQA_0041_5; MCQA_0047_2; MCQA_0091_1; MCQA_0095_1; MCQA_0096_0,Connectives/Aspect markers
PNT3,replace,và,với,29,23,MCQA; NLI; QA; SENT,MCQA_0013_3; MCQA_0013_4; MCQA_0036_5; MCQA_0048_2; MCQA_0056_1,Connectives/Aspect markers
PNT3,replace,các,mấy,26,19,MCQA; NLI; QA; SENT,MCQA_0062_0; MCQA_0062_2; MCQA_0065_5; MCQA_0077_0; MCQA_0092_1,Demonstratives/Deixis
PNT3,replace,những,mấy,14,13,MCQA; NLI; QA; SENT,MCQA_0064_1; MCQA_0072_2; MCQA_0116_5; MCQA_0126_2; MCQA_0137_1,Demonstratives/Deixis
PNT3,replace,mình,miềng,8,8,MCQA; NLI; QA; SENT,MCQA_0042_7; MCQA_0048_2; QA_5750; SENT_1546; SENT_3906,Pronouns
PNT3,replace,và,rồi,7,5,MCQA; NLI,MCQA_0037_2; MCQA_0060_2; MCQA_0095_1; MCQA_0138_5; NLI_0511,Connectives/Aspect markers
PNT3,replace,bát nào,chén mô,4,1,MCQA,MCQA_0036_5,Interrogatives
PNT3,replace,chúng,bọn,4,2,MCQA,MCQA_0062_0; MCQA_0148_3,Pronouns
PNT3,replace,rằng,là,4,4,NLI; QA,NLI_1921; NLI_7826; QA_13818; QA_15627,Predicate vocabulary
PNT3,replace,đến,tới,4,4,MCQA; NLI,MCQA_0064_1; MCQA_0087_0; MCQA_0126_2; NLI_0959,Connectives/Aspect markers
PNT3,replace,bà mong mình,mệ trông mềng,3,1,MCQA,MCQA_0152_3,Pronouns
PNT3,replace,bảo,nói,3,3,MCQA,MCQA_0025_9; MCQA_0074_5; MCQA_0128_2,Predicate vocabulary
PNT3,replace,cây,cơn,3,2,MCQA,MCQA_0020_2; MCQA_0072_2,Predicate vocabulary
PNT3,replace,cậu,thằng,3,3,MCQA,MCQA_0036_5; MCQA_0120_3; MCQA_0120_7,Pronouns
PNT3,replace,không thích,nỏ ưng,3,3,MCQA; SENT,SENT_4003; SENT_4959; MCQA_0025_10,Noise/Non-linguistic
PNT3,replace,muốn,ưng,3,3,SENT,SENT_4809; SENT_4885; SENT_1222,Predicate vocabulary
PNT3,replace,mình,mềng,3,3,MCQA; SENT,MCQA_0152_3; SENT_4745; SENT_5315,Pronouns
PNT3,replace,mới,mì,3,3,NLI,NLI_3269; NLI_3719; NLI_5704,Orthographic variant
PNT3,replace,nước,nác,3,3,MCQA,MCQA_0116_5; MCQA_0151_1; MCQA_0151_3,Orthographic variant
PNT3,replace,quá,quái,3,3,MCQA; SENT,SENT_3023; MCQA_0010_1; MCQA_0016_0,Predicate vocabulary
PNT3,replace,tại,ở,3,3,QA,QA_14184; QA_22620; QA_8137,Connectives/Aspect markers
PNT3,replace,điều gì,cấy chi,3,3,MCQA; NLI,MCQA_0036_5; MCQA_0051_4; NLI_6854,Interrogatives
PNT3,replace,đường,đàng,3,3,QA; SENT,QA_6664; SENT_3243; SENT_5456,Orthographic variant
PNT3,replace,bát,chén,2,1,MCQA,MCQA_0036_5,Predicate vocabulary
PNT3,replace,bố mình,bọ tau,2,1,SENT,SENT_4428,Pronouns
PNT3,replace,bố mẹ,bọ mạ,2,2,SENT,SENT_5017; SENT_5360,Kinship/Honorific terms
PNT3,replace,chơi,rượng,2,2,SENT,SENT_1894; SENT_5456,Predicate vocabulary
PNT3,replace,các con,mấy đứa,2,1,MCQA,MCQA_0039_4,Pronouns
PNT3,replace,"cây""","cơn""",2,1,MCQA,MCQA_0072_2,Predicate vocabulary
PNT3,replace,dỗi,lẫy,2,1,MCQA,MCQA_0090_6,Predicate vocabulary
PNT3,replace,gì đã,chi đạ,2,2,MCQA; NLI,MCQA_0020_1; NLI_7469,Interrogatives
PNT3,replace,không muốn,nỏ ưng,2,2,MCQA; SENT,MCQA_0056_1; SENT_5315,Noise/Non-linguistic
PNT3,replace,mình,chắc,2,2,MCQA; NLI,MCQA_0077_0; NLI_6110,Pronouns
PNT3,replace,mẩu,méng,2,1,MCQA,MCQA_0047_4,Predicate vocabulary
PNT3,replace,mẹ già,mạ tra,2,2,MCQA; SENT,MCQA_0081_3; SENT_5315,Kinship/Honorific terms
PNT3,replace,người ta,họ,2,2,QA; SENT,QA_4833; SENT_4003,Pronouns
PNT3,replace,nào cũng,mô cụng,2,2,SENT,SENT_3469; SENT_4445,Interrogatives
PNT3,replace,nào làm,mô mần,2,2,NLI,NLI_3269; NLI_6155,Interrogatives
PNT3,replace,này không,ni khung,2,2,NLI; SENT,NLI_3048; SENT_1915,Demonstratives/Deixis
PNT3,replace,sử dụng,dùng,2,2,MCQA; QA,MCQA_0104_4; QA_7517,Predicate vocabulary
PNT3,replace,vào,vô kì,2,2,QA; SENT,QA_25984; SENT_1410,Connectives/Aspect markers
PNT3,replace,vào,ở,2,2,QA,QA_14176; QA_5051,Connectives/Aspect markers
PNT3,replace,vợ chồng,cấy dông,2,1,MCQA,MCQA_0030_3,Kinship/Honorific terms
PNT3,replace,ông,ổng,2,1,MCQA,MCQA_0098_8,Pronouns
PNT3,replace,đàn,bầy,2,1,MCQA,MCQA_0151_1,Predicate vocabulary
PNT3,replace,đó không,nớ nỏ,2,2,NLI,NLI_3172; NLI_6129,Demonstratives/Deixis
PNT3,replace,đỗ,đậu,2,1,SENT,SENT_3243,Predicate vocabulary
PNT3,replace,""" nghìn mét ""","""ngàn mét""",1,1,SENT,SENT_1222,Predicate vocabulary
PNT3,replace,anh chồng la hoài là vậy,eng dông nạt mãi mà rứa tê,1,1,SENT,SENT_3906,Pronouns
PNT3,replace,bao giờ,lần mô,1,1,MCQA,MCQA_0074_5,Interrogatives
PNT3,replace,bao giờ bảo,từng kêu,1,1,MCQA,MCQA_0074_5,Interrogatives
PNT3,replace,bao giờ bảo,từng nói,1,1,MCQA,MCQA_0074_5,Interrogatives
PNT3,replace,bà cha,mệ bọ,1,1,NLI,NLI_5735,Kinship/Honorific terms
PNT3,replace,bà nó,mẹ kì,1,1,SENT,SENT_3469,Pronouns
PNT3,replace,bà đã tuyên bố,lạo xưng,1,1,QA,QA_26462,Pronouns
PNT3,replace,bà đấy thế nào,mệ nớ ra răng,1,1,SENT,SENT_4519,Pronouns
PNT3,replace,bây giờ nó,bựa chừ hắn,1,1,SENT,SENT_5360,Pronouns
PNT3,replace,bãi,bại,1,1,NLI,NLI_1677,Predicate vocabulary
PNT3,replace,bão vắng mẹ,bạo thiếu mạ,1,1,MCQA,MCQA_0144_0,Kinship/Honorific terms
PNT3,replace,bước,đoạn,1,1,SENT,SENT_1161,Predicate vocabulary
PNT3,replace,bạn nhỉ mình cũng không,mi hè mềng cụng nỏ,1,1,SENT,SENT_4745,Pronouns
PNT3,replace,bả,bã,1,1,MCQA,MCQA_0065_2,Pronouns
PNT3,replace,bận,mắc,1,1,MCQA,MCQA_0152_0,Predicate vocabulary
PNT3,replace,bắt,tóm,1,1,SENT,SENT_1485,Predicate vocabulary
PNT3,replace,bố mẹ chửi mắng,bọ mạ chưởi,1,1,SENT,SENT_4861,Idiomatic expressions
PNT3,replace,bố quát,bọ nạt,1,1,SENT,SENT_5441,Kinship/Honorific terms
PNT3,replace,bố thích,bọ ưng,1,1,MCQA,MCQA_0010_1,Kinship/Honorific terms
PNT3,replace,bố vào thời điểm nào,ba khi mô,1,1,MCQA,MCQA_0013_4,Interrogatives
PNT3,replace,bố điều gì,bọ cấy chi,1,1,MCQA,MCQA_0051_0,Kinship/Honorific terms
PNT3,replace,bởi vì,tại,1,1,NLI,NLI_3201,Connectives/Aspect markers
PNT3,replace,bởi vậy,vì rứa nên,1,1,SENT,SENT_3618,Interrogatives
PNT3,replace,bữa,bựa,1,1,SENT,SENT_5251,Predicate vocabulary
PNT3,replace,bữa không,bựa nỏ,1,1,SENT,SENT_5441,Negation/Function words
PNT3,replace,cha không thích,bọ nỏ ưng,1,1,MCQA,MCQA_0010_1,Kinship/Honorific terms
PNT3,replace,chay,chạy,1,1,SENT,SENT_1222,Predicate vocabulary
PNT3,replace,chen,xô,1,1,SENT,SENT_1192,Predicate vocabulary
PNT3,replace,chiện,chuyện,1,1,SENT,SENT_4428,Predicate vocabulary
PNT3,replace,chuyên,hay,1,1,QA,QA_27033,Predicate vocabulary
PNT3,replace,chàng trai,anh nớ,1,1,NLI,NLI_0459,Pronouns
PNT3,replace,chân,cẳng,1,1,SENT,SENT_2217,Predicate vocabulary
PNT3,replace,chú,kì con,1,1,NLI,NLI_3269,Noise/Non-linguistic
PNT3,replace,chúng mày lớn khôn lớn,bây nậy nậy,1,1,SENT,SENT_5017,Pronouns
PNT3,replace,chúng ta,miềng,1,1,MCQA,MCQA_0065_5,Pronouns
PNT3,replace,chúng ta,mình,1,1,SENT,SENT_4155,Pronouns
PNT3,replace,chút nhưng,tí đều,1,1,SENT,SENT_1655,Predicate vocabulary
PNT3,replace,chăng nữa,nựa,1,1,SENT,SENT_5017,Connectives/Aspect markers
PNT3,replace,chơi hoặc làm,dởi hay mần,1,1,SENT,SENT_0958,Connectives/Aspect markers
PNT3,replace,chơi không,dởi nỏ,1,1,MCQA,MCQA_0077_0,Negation/Function words
PNT3,replace,chơi nữa,dởi nựa,1,1,SENT,SENT_1410,Connectives/Aspect markers
PNT3,replace,chẳng,nọ,1,1,MCQA,MCQA_0043_3,Negation/Function words
PNT3,replace,chồng,dông,1,1,NLI,NLI_6960,Kinship/Honorific terms
PNT3,replace,chỗ,lộ,1,1,MCQA,MCQA_0137_1,Predicate vocabulary
PNT3,replace,chứ không,chơ khung,1,1,SENT,SENT_4057,Negation/Function words
PNT3,replace,chứ làm gì,cho rồi chơ mần chi,1,1,SENT,SENT_0814,Interrogatives
PNT3,replace,chứ mình không,chơ miềng nỏ,1,1,SENT,SENT_1546,Pronouns
PNT3,replace,chứ sau này,chơ mài bựa,1,1,SENT,SENT_4733,Demonstratives/Deixis
PNT3,replace,chứ đâu,chơ mô,1,1,SENT,SENT_4003,Interrogatives
PNT3,replace,chứ đường,chơ đàng,1,1,SENT,SENT_3243,Predicate vocabulary
PNT3,replace,chứa,bỏ,1,1,QA,QA_0268,Predicate vocabulary
PNT3,replace,con ấy chứ,em đó chơ,1,1,SENT,SENT_3023,Kinship/Honorific terms
PNT3,replace,các,mấy cái,1,1,NLI,NLI_1019,Demonstratives/Deixis
PNT3,replace,các,mấy cì,1,1,NLI,NLI_0157,Demonstratives/Deixis
PNT3,replace,các,những,1,1,QA,QA_18041,Demonstratives/Deixis
PNT3,replace,các bà đâu,mấy mệ mô,1,1,SENT,SENT_3243,Pronouns
PNT3,replace,các chế ơi,mấy ả nở,1,1,SENT,SENT_3249,Pronouns
PNT3,replace,các nẻo đường,mấy lộ,1,1,MCQA,MCQA_0137_1,Demonstratives/Deixis
PNT3,replace,các vị,mấy người,1,1,MCQA,MCQA_0018_6,Demonstratives/Deixis
PNT3,replace,cái lũ,cấy bọn,1,1,SENT,SENT_4964,Pronouns
PNT3,replace,cái này,cấy ni,1,1,SENT,SENT_5531,Demonstratives/Deixis
PNT3,replace,cái này luôn thế,cấy ni rứa,1,1,SENT,SENT_1771,Interrogatives
PNT3,replace,cáu,đóa,1,1,MCQA,MCQA_0018_6,Predicate vocabulary
PNT3,replace,cãi lộn mệt,cại chắc dọc,1,1,SENT,SENT_3618,Idiomatic expressions
PNT3,replace,cô,lạo,1,1,NLI,NLI_6637,Pronouns
PNT3,replace,cô,ả,1,1,NLI,NLI_5263,Pronouns
PNT3,replace,cô bé,ả nớ,1,1,NLI,NLI_7901,Pronouns
PNT3,replace,cô gái cưới chồng,ả nớ lấy dông,1,1,NLI,NLI_0716,Pronouns
PNT3,replace,cô ấy tôi,ả tau,1,1,SENT,SENT_4494,Pronouns
PNT3,replace,cùng,với,1,1,MCQA,MCQA_0077_0,Connectives/Aspect markers
PNT3,replace,cùng bố,với bọ,1,1,MCQA,MCQA_0014_1,Kinship/Honorific terms
PNT3,replace,cũ,cộ,1,1,MCQA,MCQA_0051_0,Predicate vocabulary
PNT3,replace,cũng,cụng,1,1,SENT,SENT_4861,Orthographic variant
PNT3,replace,cả,với,1,1,SENT,SENT_0895,Connectives/Aspect markers
PNT3,replace,cậu,cu,1,1,MCQA,MCQA_0152_3,Pronouns
PNT3,replace,cậu,cu nớ,1,1,NLI,NLI_5451,Pronouns
PNT3,replace,cậu bé,thằng cu,1,1,NLI,NLI_4654,Pronouns
PNT3,replace,cậu không thích,hắn nỏ ưng,1,1,MCQA,MCQA_0077_0,Pronouns
PNT3,replace,cậu ấy,thằng cu nớ,1,1,NLI,NLI_4654,Pronouns
PNT3,replace,của,cụa,1,1,NLI,NLI_3276,Orthographic variant
PNT3,replace,du,ru,1,1,SENT,SENT_5441,Noise/Non-linguistic
PNT3,replace,dàn,dần,1,1,QA,QA_24045,Orthographic variant
PNT3,replace,dơ,dớp,1,1,SENT,SENT_4768,Predicate vocabulary
PNT3,replace,dẫn gấu,đắc bồ,1,1,SENT,SENT_1192,Predicate vocabulary
PNT3,replace,dắt,đắc,1,1,SENT,SENT_0814,Predicate vocabulary
PNT3,replace,ghen tị,èng neng,1,1,MCQA,MCQA_0090_10,Predicate vocabulary
PNT3,replace,gia đình,kì nhà,1,1,NLI,NLI_1405,Noise/Non-linguistic
PNT3,replace,giành,treng,1,1,NLI,NLI_3719,Predicate vocabulary
PNT3,replace,giống tao nhưng,y tau mà,1,1,SENT,SENT_1146,Pronouns
PNT3,replace,giờ,bựa chừ,1,1,SENT,SENT_3023,Predicate vocabulary
PNT3,replace,giờ mới,chừ mì,1,1,SENT,SENT_3469,Predicate vocabulary
PNT3,replace,giờ đây chúng ta,chừ bọn miềng,1,1,SENT,SENT_2308,Pronouns
PNT3,replace,giữa,trữa,1,1,MCQA,MCQA_0123_0,Orthographic variant
PNT3,replace,gái mình,cấy mềng,1,1,SENT,SENT_5441,Pronouns
PNT3,replace,gì chúng tôi,chi choa,1,1,NLI,NLI_2948,Pronouns
PNT3,replace,gì cái,chi cấy,1,1,SENT,SENT_4150,Interrogatives
PNT3,replace,gì tại,chi ở cì chỗ,1,1,QA,QA_10377,Interrogatives
PNT3,replace,gì vậy nhỉ,chi rứa he,1,1,SENT,SENT_0343,Interrogatives
PNT3,replace,gì đâu giờ,chi mô chừ,1,1,SENT,SENT_2507,Interrogatives
PNT3,replace,gọi thật,hú đại,1,1,MCQA,MCQA_0127_3,Connectives/Aspect markers
PNT3,replace,hoạ,họa,1,1,SENT,SENT_0534,Orthographic variant
PNT3,replace,hóa,hoá,1,1,NLI,NLI_0337,Orthographic variant
PNT3,replace,hôm,bữa,1,1,NLI,NLI_0830,Orthographic variant
PNT3,replace,hôm,bựa,1,1,MCQA,MCQA_0051_0,Orthographic variant
PNT3,replace,hôm nay,bữa ni,1,1,MCQA,MCQA_0047_2,Demonstratives/Deixis
PNT3,replace,hôm nó gặm,bựa hắn cắm,1,1,SENT,SENT_0895,Pronouns
PNT3,replace,hôm tao,bựa tau,1,1,SENT,SENT_1410,Pronouns
PNT3,replace,hôm xưa đâu,chầu tê mô,1,1,MCQA,MCQA_0051_0,Interrogatives
PNT3,replace,hả,à,1,1,SENT,SENT_5008,Discourse particles
PNT3,replace,họ,mấy người nớ,1,1,QA,QA_17769,Pronouns
PNT3,replace,hối hả,tất ta tất tưởi,1,1,MCQA,MCQA_0090_10,Discourse particles
PNT3,replace,hồi đó đã,thời nớ,1,1,SENT,SENT_2507,Demonstratives/Deixis
PNT3,replace,inh,minh,1,1,MCQA,MCQA_0056_2,Predicate vocabulary
PNT3,replace,khi đó,chầu nớ,1,1,QA,QA_20004,Noise/Non-linguistic
PNT3,replace,khiến các,mần mấy,1,1,NLI,NLI_4394,Noise/Non-linguistic
PNT3,replace,khóc,khóoc,1,1,MCQA,MCQA_0055_0,Noise/Non-linguistic
PNT3,replace,khóm,bụi,1,1,MCQA,MCQA_0098_4,Noise/Non-linguistic
PNT3,replace,không chơi,nỏ dởi,1,1,MCQA,MCQA_0077_0,Negation/Function words
PNT3,replace,không cảm thấy,nỏ chộ,1,1,NLI,NLI_1420,Negation/Function words
PNT3,replace,không làm,nỏ mần,1,1,SENT,SENT_4989,Noise/Non-linguistic
PNT3,replace,không nhỉ,khung hè,1,1,SENT,SENT_5154,Noise/Non-linguistic
PNT3,replace,không thấy cái đầu,nỏ chộ kì trốc,1,1,MCQA,MCQA_0152_3,Noise/Non-linguistic
PNT3,replace,không trượt,nỏ lệch,1,1,SENT,SENT_4494,Noise/Non-linguistic
PNT3,replace,khổng lồ như vậy,bà lả in rứa,1,1,NLI,NLI_3211,Noise/Non-linguistic
PNT3,replace,kia mới,nớ mì,1,1,SENT,SENT_3023,Noise/Non-linguistic
PNT3,replace,kinh,ghê,1,1,SENT,SENT_4445,Noise/Non-linguistic
PNT3,replace,kêu khóc,khóoc,1,1,MCQA,MCQA_0055_0,Noise/Non-linguistic
PNT3,replace,kỳ,cứ,1,1,QA,QA_6673,Noise/Non-linguistic
PNT3,replace,liền là không,luôn,1,1,SENT,SENT_1146,Negation/Function words
PNT3,replace,luyện,lượn,1,1,MCQA,MCQA_0004_3,Predicate vocabulary
PNT3,replace,ly,xa,1,1,SENT,SENT_1222,Noise/Non-linguistic
PNT3,replace,làm cha làm mẹ,mần bọ mần mạ,1,1,SENT,SENT_4768,Idiomatic expressions
PNT3,replace,làm gì nhìu,mần chi nhiều,1,1,SENT,SENT_3618,Interrogatives
PNT3,replace,làm gì nó,mần chi hắn,1,1,SENT,SENT_1222,Pronouns
